60

2

3

10000

[
[0, 0],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7],
[7, 7]
]
[
[0, 0],
[46.9, 23],
[24.7, 29.6],
[16.9, 48.5],
[43.3, 23.3],
[29.4, 13],
[12, 47.8],
[38.8, 19.5],
[31.2, 25.1],
[13, 32.9],
[43, 20.8],
[34, 31.8],
[45.2, 29.8],
[33.6, 42.5],
[43.7, 30.6],
[21, 10.2],
[44.7, 15.4],
[38.3, 40.9],
[13.3, 40.8],
[35.2, 34.7],
[36.8, 16.9],
[41.3, 48.8],
[23.2, 46.8],
[19.1, 46.2],
[33.5, 49],
[40.8, 37],
[35.8, 35.5],
[12.6, 17.4],
[35.4, 25.1],
[27.9, 44.8],
[46, 24.4],
[14.7, 22.7],
[12.2, 29.2],
[18.4, 46.6],
[19.5, 47.9],
[16.2, 40.4],
[39.9, 28.3],
[46.1, 36.1],
[29.5, 35.2],
[18.7, 48.4],
[20.8, 37.4],
[19, 44.7],
[39.8, 34],
[24.4, 19.2],
[12.8, 30.9],
[15.6, 38.2],
[22.9, 40.3],
[38.8, 22.4],
[12.2, 28.6],
[46.6, 44],
[38.4, 22.5],
[36.7, 35.7],
[42.8, 10.3],
[47.1, 17.5],
[39.4, 26.5],
[37.9, 10.2],
[16.5, 29.5],
[34.1, 18.5],
[15.4, 20],
[32.9, 28.2]
]
[
0, 12.4, 19.2, 13.3, 13.7, 14.9, 11.7, 19.6, 18.3, 13.3, 14.9, 10.8, 10.5, 19.4, 17.2, 12.4, 15.3, 13.8, 10.8, 15.7, 18.2, 12.7, 16, 15.5, 18.8, 15, 15.9, 18.1, 18.4, 15.1, 12.8, 10, 18.7, 11.4, 17.1, 17.7, 10.8, 17.7, 16.3, 16.2, 16.7, 11.7, 17.8, 19.7, 13.3, 19.2, 12.3, 19, 15.9, 19.8, 17.7, 16.8, 16.5, 16.4, 10.7, 11.8, 16.3, 13.8, 14.5, 18.7]
[
0, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120]
[
0, 557.5, 1135.9, 634, 668.1, 771.1, 505.4, 1167.6, 1058.3, 639, 767.5, 423.9, 402.5, 1153.6, 965.2, 559, 804.9, 677, 423.6, 840, 1052.9, 586.2, 864.6, 818.1, 1099.1, 776.6, 855.9, 1043.3, 1068.1, 791.8, 592, 364, 1087.7, 473.9, 954.4, 1009.5, 428.9, 1005.9, 888.7, 879.5, 922.9, 505.5, 1016.6, 1175.4, 636.5, 1132.8, 550.5, 1119.6, 854.5, 1179, 1005.9, 927.5, 902.4, 895.4, 414.9, 514.6, 892.8, 677.7, 734.9, 1091.5]
[
[0, 0],
[136.9, 113],
[114.7, 119.6],
[106.9, 138.5],
[133.3, 113.3],
[119.4, 103],
[102, 137.8],
[128.8, 109.5],
[121.2, 115.1],
[103, 122.9],
[133, 110.8],
[124, 121.8],
[135.2, 119.8],
[123.6, 132.5],
[133.7, 120.6],
[111, 100.2],
[134.7, 105.4],
[128.3, 130.9],
[103.3, 130.8],
[125.2, 124.7],
[126.8, 106.9],
[131.3, 138.8],
[113.2, 136.8],
[109.1, 136.2],
[123.5, 139],
[130.8, 127],
[125.8, 125.5],
[102.6, 107.4],
[125.4, 115.1],
[117.9, 134.8],
[136, 114.4],
[104.7, 112.7],
[102.2, 119.2],
[108.4, 136.6],
[109.5, 137.9],
[106.2, 130.4],
[129.9, 118.3],
[136.1, 126.1],
[119.5, 125.2],
[108.7, 138.4],
[110.8, 127.4],
[109, 134.7],
[129.8, 124],
[114.4, 109.2],
[102.8, 120.9],
[105.6, 128.2],
[112.9, 130.3],
[128.8, 112.4],
[102.2, 118.6],
[136.6, 134],
[128.4, 112.5],
[126.7, 125.7],
[132.8, 100.3],
[137.1, 107.5],
[129.4, 116.5],
[127.9, 100.2],
[106.5, 119.5],
[124.1, 108.5],
[105.4, 110],
[122.9, 118.2]
]
[
[0, 0],
